ID_Karyawan,USIA,Generasi,Status Pegawai New,Tingkatan Jabatan,Jabatan,Unit Bisnis,Lokasi Kerja,"Tgl Mulai Bekerja
(Dd/Mm/Yyyy) New",Rincian Masa Kerja New,Tanggal Berakhir Kontrak,Status Terminasi,Tanggal Terminasi (Dd/Mm/Yyyy),Status_Label,Is_Resign,Tingkatan_Jabatan_New,USIA_CLEAN,Usia_Masuk,Lokasi Kerja Group
KFA-20838,"48 Tahun, 3 Bulan",Generasi X,PKWT,PELAKSANA,PELAKSANA PENUNJANG LAYANAN FARMASI,JAYAPURA,KF.PEL062 RSUD JAYAPURA,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,48.0,46.0,OTHER_LOCATION
KFA-20839,"58 Tahun, 8 Bulan",Generasi X,PKWT,PELAKSANA,PHARMACY MANAGER ,JAYAPURA,KF MIMIKA BARU,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,58.0,56.0,OTHER_LOCATION
KFA-20840,"29 Tahun, 8 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,JAYAPURA,KF.0172,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,29.0,27.0,OTHER_LOCATION
KFA-20841,"29 Tahun, 5 Bulan",Millennials,PKWT,PELAKSANA,PHARMACY MANAGER,JAYA 2,KF CEMPAKA PUTIH TENGAH,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,29.0,27.0,OTHER_LOCATION
KFA-20842,"28 Tahun, 5 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA PENUNJANG LAYANAN FARMASI,JEMBER,KF ROGOJAMPI,2022-10-01,3.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,28.0,27.75,OTHER_LOCATION
KFA-20843,"25 Tahun, 9 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,JEMBER,KF.RAMBI,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,25.0,23.0,OTHER_LOCATION
KFA-20844,"24 Tahun, 10 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,JEMBER,KF.SUDIRMAN JEMBER,2022-10-01,3.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,24.0,23.75,OTHER_LOCATION
KFA-20845,"27 Tahun, 8 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,JEMBER,KF.GENTENG,2022-10-01,3.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,27.0,26.75,OTHER_LOCATION
KFA-20846,"29 Tahun, 0 Bulan",Millennials,PKWT,PELAKSANA,PHARMACY MANAGER,JEMBER,KF.0241,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,29.0,27.0,OTHER_LOCATION
KFA-20847,"29 Tahun, 6 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,KENDARI,KF.0104,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,29.0,27.0,OTHER_LOCATION
KFA-20848,"27 Tahun, 2 Bulan",Generasi Z,PKWT,PELAKSANA,APOTEKER PENDAMPING,KENDARI,KF.0104,2022-02-01,3.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,27.0,26.75,OTHER_LOCATION
KFA-20849,"32 Tahun, 4 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,KARAWANG,KF SUKASEURI,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,32.0,30.0,OTHER_LOCATION
KFA-20850,"30 Tahun, 4 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,KARAWANG,KF MUNJUL,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,30.0,28.0,OTHER_LOCATION
KFA-20851,"29 Tahun, 4 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,KARAWANG,KF CIKAMPEK2,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,29.0,27.0,OTHER_LOCATION
KFA-20852,"26 Tahun, 9 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,KARAWANG,KF.0465 CIKAMPEK,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,26.0,24.0,OTHER_LOCATION
KFA-20853,"28 Tahun, 10 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,KENDARI,KF. PEMUDA,2022-04-01,3.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,28.0,27.75,OTHER_LOCATION
KFA-20854,"31 Tahun, 3 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,KENDARI,KF. KARTIKA KENDARI,2022-09-01,3.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,31.0,30.75,OTHER_LOCATION
KFA-20855,"29 Tahun, 3 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,KENDARI,KF. KARTIKA KENDARI,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,29.0,27.0,OTHER_LOCATION
KFA-20856,"29 Tahun, 3 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,KENDARI,KF.DIP,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,29.0,27.0,OTHER_LOCATION
KFA-20857,"30 Tahun, 5 Bulan",Millennials,PKWT,PELAKSANA,APOTEKER PENDAMPING,KENDARI,KF.DIP,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,30.0,28.0,OTHER_LOCATION
KFA-20858,"30 Tahun, 5 Bulan",Millennials,PKWT,PELAKSANA,APOTEKER PENDAMPING,KENDARI,KF.PEL071 RSAD DR. ISMOYO,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,30.0,28.0,OTHER_LOCATION
KFA-20859,"30 Tahun, 1 Bulan",Millennials,PKWT,PELAKSANA,APOTEKER PENDAMPING,KENDARI,KF.PEL071 RSAD DR. ISMOYO,2022-02-01,3.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,30.0,29.75,OTHER_LOCATION
KFA-20860,"30 Tahun, 5 Bulan",Millennials,PKWT,PELAKSANA,APOTEKER PENDAMPING,KENDARI,KF.0479 MT HARYONO,2022-02-01,3.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,30.0,29.75,OTHER_LOCATION
KFA-20861,"30 Tahun, 5 Bulan",Millennials,PKWT,PELAKSANA,APOTEKER PENDAMPING,KENDARI,KF.0338,2022-09-01,3.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,30.0,29.75,OTHER_LOCATION
KFA-20862,"29 Tahun, 7 Bulan",Millennials,PKWT,PELAKSANA,PHARMACY MANAGER,KENDARI,KF.0338,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,29.0,27.0,OTHER_LOCATION
KFA-20863,"30 Tahun, 2 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,MAKASSAR,KF. PINRANG,2021-04-01,4.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,30.0,29.666666666666668,OTHER_LOCATION
KFA-20864,"31 Tahun, 3 Bulan",Millennials,PKWT,PELAKSANA,APOTEKER PENDAMPING,KUPANG,KF. OESAPA,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,31.0,29.0,OTHER_LOCATION
KFA-20865,"35 Tahun, 4 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,KUPANG,KF.A YANI MAUMERE,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,35.0,33.0,OTHER_LOCATION
KFA-20866,"38 Tahun, 1 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,KUPANG,KF.PEL061 RSUD DR.TC HILLERS,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,38.0,36.0,OTHER_LOCATION
KFA-20867,"27 Tahun, 6 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,KUPANG,KF.0500 LALAMENTIK,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,27.0,25.0,OTHER_LOCATION
KFA-20868,"31 Tahun, 9 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,KUPANG,KF.0500 LALAMENTIK,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,31.0,29.0,OTHER_LOCATION
KFA-20869,"30 Tahun, 9 Bulan",Millennials,PKWT,PELAKSANA,PHARMACY MANAGER,MALANG,KF.0150,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,30.0,28.0,OTHER_LOCATION
KFA-20870,"32 Tahun, 5 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,MALANG,KF.0116,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,32.0,30.0,OTHER_LOCATION
KFA-20871,"27 Tahun, 10 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,MALANG,KF KEBONSARI MALANG,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,27.0,25.0,OTHER_LOCATION
KFA-20872,"26 Tahun, 9 Bulan",Generasi Z,PKWT,PELAKSANA,APOTEKER PENDAMPING,MALANG,KF.0053,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,26.0,24.0,OTHER_LOCATION
KFA-20873,"29 Tahun, 0 Bulan",Millennials,PKWT,PELAKSANA,APOTEKER PENDAMPING,MALANG,KF.0036,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,29.0,27.0,KF.0036
KFA-20874,"29 Tahun, 8 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,MAKASSAR,KF. BULUKUMBA,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,29.0,27.0,OTHER_LOCATION
KFA-20875,"28 Tahun, 8 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,MAKASSAR,KF.ANDI PARE-PARE,2022-07-01,3.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,28.0,27.75,OTHER_LOCATION
KFA-20876,"28 Tahun, 1 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,MALANG,KF. WLINGI,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,28.0,26.0,OTHER_LOCATION
KFA-20877,"24 Tahun, 1 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,MALANG,KF. WLINGI,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,24.0,22.0,OTHER_LOCATION
KFA-20878,"32 Tahun, 6 Bulan",Millennials,PKWT,PELAKSANA,PHARMACY MANAGER,MALANG,KF. WLINGI,2021-03-26,4.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,32.0,31.666666666666668,OTHER_LOCATION
KFA-20879,"23 Tahun, 11 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,MALANG,KF.0245 BATU,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,23.0,21.0,OTHER_LOCATION
KFA-20880,"25 Tahun, 3 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,MALANG,KF.0187,2022-05-02,3.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,25.0,24.75,OTHER_LOCATION
KFA-20881,"29 Tahun, 2 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,MALANG,KF.0151,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,29.0,27.0,OTHER_LOCATION
KFA-20882,"31 Tahun, 8 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,MANADO,KF PERKAMIL (PT POS),2020-06-12,5.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,31.0,30.583333333333332,OTHER_LOCATION
KFA-20883,"26 Tahun, 8 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,MANADO,KF.0331 MALALAYANG,2022-03-14,3.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,26.0,25.75,OTHER_LOCATION
KFA-20884,"28 Tahun, 1 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,MANADO,KF.0129,2022-04-29,3.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,28.0,27.75,OTHER_LOCATION
KFA-20885,"32 Tahun, 10 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,MANADO,KF.0074,2021-10-25,4.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,32.0,31.666666666666668,KF.0074
KFA-20886,"27 Tahun, 10 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,MANADO,KF AMURANG,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,27.0,25.0,OTHER_LOCATION
KFA-20887,"27 Tahun, 10 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,MANADO,KF AMURANG,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,27.0,25.0,OTHER_LOCATION
KFA-20888,"28 Tahun, 6 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,MANADO,KF.PEL005 RSUP MALAYANG KANDAU,2021-05-09,4.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,28.0,27.666666666666668,OTHER_LOCATION
KFA-20889,"30 Tahun, 6 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,MANADO,KF.PEL005 RSUP MALAYANG KANDAU,2021-03-01,4.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,30.0,29.666666666666668,OTHER_LOCATION
KFA-20890,"31 Tahun, 7 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,MANADO,KF.PEL005 RSUP MALAYANG KANDAU,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,31.0,29.0,OTHER_LOCATION
KFA-20891,"28 Tahun, 0 Bulan",Generasi Z,PKWT,PELAKSANA,APOTEKER PENDAMPING,MATARAM,KF.0134,2022-11-07,3.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,28.0,27.75,KF.0134
KFA-20892,"28 Tahun, 1 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,MANADO,KF.TOMOHON,2022-04-13,3.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,28.0,27.75,OTHER_LOCATION
KFA-20893,"28 Tahun, 11 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,MANADO,KF Matani Tomohon,2022-04-09,3.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,28.0,27.75,OTHER_LOCATION
KFA-20894,"28 Tahun, 4 Bulan",Generasi Z,PKWT,PELAKSANA,APOTEKER PENDAMPING,MANADO,KF.BITUNG,2022-06-30,3.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,28.0,27.75,OTHER_LOCATION
KFA-20895,"28 Tahun, 5 Bulan",Generasi Z,PKWT,PELAKSANA,PHARMACY MANAGER,MANADO,KF  TAHUNA,2022-03-04,3.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,28.0,27.75,OTHER_LOCATION
KFA-20896,"28 Tahun, 6 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,MANADO,KF.0074,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,28.0,26.0,KF.0074
KFA-20897,"28 Tahun, 0 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,MANADO,KF GIRIAN,2021-04-21,4.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,28.0,27.666666666666668,OTHER_LOCATION
KFA-20898,"29 Tahun, 3 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,MANADO,KF.BITUNG,2021-03-16,4.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,29.0,28.666666666666668,OTHER_LOCATION
KFA-20899,"31 Tahun, 7 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,MATARAM,KF ABIAN TUBUH,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,31.0,29.0,OTHER_LOCATION
KFA-20900,"31 Tahun, 8 Bulan",Millennials,PKWT,PELAKSANA,APOTEKER PENDAMPING,MATARAM,KF ABIAN TUBUH,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,31.0,29.0,OTHER_LOCATION
KFA-20901,"29 Tahun, 2 Bulan",Millennials,PKWT,PELAKSANA,PHARMACY MANAGER,MATARAM,KF.0626 GAJAH MADA,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,29.0,27.0,OTHER_LOCATION
KFA-20902,"31 Tahun, 4 Bulan",Millennials,PKWT,PELAKSANA,PHARMACY MANAGER,MATARAM,KF.0660 SENGGIGI,2022-03-01,3.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,31.0,30.75,OTHER_LOCATION
KFA-20903,"33 Tahun, 2 Bulan",Millennials,PKWT,PELAKSANA,PHARMACY MANAGER,MATARAM,KF.0231,2021-08-23,4.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,33.0,32.666666666666664,OTHER_LOCATION
KFA-20904,"27 Tahun, 11 Bulan",Generasi Z,PKWT,PELAKSANA,APOTEKER PENDAMPING,MATARAM,KF.0458 CATUR WARGA,2022-10-25,3.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,27.0,26.75,OTHER_LOCATION
KFA-20905,"28 Tahun, 11 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,MATARAM,KF.0303,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,28.0,26.0,OTHER_LOCATION
KFA-20906,"29 Tahun, 4 Bulan",Millennials,PKWT,PELAKSANA,APOTEKER PENDAMPING,MATARAM,KF.0303,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,29.0,27.0,OTHER_LOCATION
KFA-20907,"27 Tahun, 8 Bulan",Generasi Z,PKWT,PELAKSANA,APOTEKER PENDAMPING,MATARAM,KF.0189,2022-11-07,3.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,27.0,26.75,KF.0189
KFA-20908,"28 Tahun, 1 Bulan",Generasi Z,PKWT,PELAKSANA,APOTEKER PENDAMPING,MEDAN,KF LUBUK PAKAM,2022-12-01,3.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,28.0,27.75,OTHER_LOCATION
KFA-20909,"26 Tahun, 7 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,MEDAN,KF. SISINGAMANGARAJA MEDAN,2021-02-01,4.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,26.0,25.666666666666668,OTHER_LOCATION
KFA-20910,"31 Tahun, 11 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,MEDAN,KF RING ROAD,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,31.0,29.0,OTHER_LOCATION
KFA-20911,"28 Tahun, 2 Bulan",Generasi Z,PKWT,PELAKSANA,APOTEKER PENDAMPING,MEDAN,KF.0312 PRAPAT,2022-05-10,3.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,28.0,27.75,OTHER_LOCATION
KFA-20912,"28 Tahun, 9 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,MEDAN,KF.0107,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,28.0,26.0,OTHER_LOCATION
KFA-20913,"28 Tahun, 3 Bulan",Generasi Z,PKWT,PELAKSANA,PHARMACY MANAGER,MEDAN,KF.0041 KETAREN,2022-02-01,3.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,28.0,27.75,OTHER_LOCATION
KFA-20914,"29 Tahun, 7 Bulan",Millennials,PKWT,PELAKSANA,PHARMACY MANAGER,MEDAN,KF.J CITY,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,29.0,27.0,OTHER_LOCATION
KFA-20915,"26 Tahun, 9 Bulan",Generasi Z,PKWT,PELAKSANA,APOTEKER PENDAMPING,NUSA DUA,KF.0236 TAMAN GRIYA,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,26.0,24.0,OTHER_LOCATION
KFA-20916,"29 Tahun, 1 Bulan",Millennials,PKWT,PELAKSANA,APOTEKER PENDAMPING,NUSA DUA,KF.0157,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,29.0,27.0,OTHER_LOCATION
KFA-20917,"28 Tahun, 6 Bulan",Generasi Z,PKWT,PELAKSANA,APOTEKER PENDAMPING,NUSA DUA,KF.PADMA,2001-01-02,24.0,,PENGUNDURAN DIRI,1970-01-01 00:00:00.000045337,RESIGN,1,5,28.0,26.0,OTHER_LOCATION
KFA-20918,"33 Tahun, 5 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA PENUNJANG LAYANAN FARMASI,NUSA DUA,KF.0126,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,33.0,31.0,KF.0126
KFA-20919,"28 Tahun, 7 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,NUSA DUA,KF.LEGIAN II,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,28.0,26.0,OTHER_LOCATION
KFA-20920,"25 Tahun, 11 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,NUSA DUA,KF.0415 PETITENGET,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,25.0,23.0,OTHER_LOCATION
KFA-20921,"31 Tahun, 1 Bulan",Millennials,PKWT,PELAKSANA,APOTEKER PENDAMPING,NUSA DUA,KF PEPITO ND,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,31.0,29.0,OTHER_LOCATION
KFA-20922,"29 Tahun, 2 Bulan",Millennials,PKWT,PELAKSANA,PHARMACY MANAGER,NUSA DUA,KF SEMPIDI,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,29.0,27.0,OTHER_LOCATION
KFA-20923,"31 Tahun, 10 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,NUSA DUA,KF.P. JELANTIK,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,31.0,29.0,OTHER_LOCATION
KFA-20924,"26 Tahun, 4 Bulan",Generasi Z,PKWT,PELAKSANA,APOTEKER PENDAMPING,NUSA DUA,KF.PANTAI KUTA,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,26.0,24.0,OTHER_LOCATION
KFA-20925,"43 Tahun, 8 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA ADM. KAS / BANK,PADANG,UNIT BISNIS PADANG,2021-01-06,4.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,43.0,42.666666666666664,OTHER_LOCATION
KFA-20926,"28 Tahun, 5 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,PADANG,KF.0386,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,28.0,26.0,OTHER_LOCATION
KFA-20927,"28 Tahun, 3 Bulan",Generasi Z,PKWT,PELAKSANA,PHARMACY MANAGER,PADANG,KF.0530 ALAI,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,28.0,26.0,OTHER_LOCATION
KFA-20928,"37 Tahun, 3 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA PENUNJANG LAYANAN FARMASI,PALANGKARAYA,KF.0112,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,37.0,35.0,KF.0112
KFA-20929,"29 Tahun, 1 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,PALEMBANG,KF. SUDIRMAN,2022-01-25,3.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,29.0,28.75,OTHER_LOCATION
KFA-20930,"27 Tahun, 4 Bulan",Generasi Z,PKWT,PELAKSANA,APOTEKER PENDAMPING,BANGKA BELITUNG,KF PEL 029 RSUD PANGKAL PINANG,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,27.0,25.0,OTHER_LOCATION
KFA-20931,"28 Tahun, 2 Bulan",Generasi Z,PKWT,PELAKSANA,PHARMACY MANAGER,PALEMBANG,KF.0573 AMALIA,2022-02-25,3.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,28.0,27.75,OTHER_LOCATION
KFA-20932,"27 Tahun, 8 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,PALEMBANG,KF SULTAN M. MANSYUR,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,27.0,25.0,OTHER_LOCATION
KFA-20933,"26 Tahun, 1 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,PALEMBANG,KF.0480 PRABUMULIH,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,26.0,24.0,OTHER_LOCATION
KFA-20934,"26 Tahun, 9 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,PALEMBANG,KF 471 SUKABANGUN,2001-01-02,24.0,,AKTIF,1970-01-01 00:00:00.000045351,AKTIF,0,5,26.0,24.0,OTHER_LOCATION
